compressor_diameter_mm,compressor_blade_count,combustor_length_mm,combustor_outer_diameter_mm,combustor_inner_diameter_mm,combustor_liner_thickness_mm,combustor_num_injectors,turbine_blade_count,turbine_hub_tip_ratio,nozzle_exit_diameter_mm,rpm,lattice_cell_size_mm,lattice_density,compressor_pressure_ratio,compressor_efficiency,turbine_inlet_temp_K,turbine_efficiency,mass_flow_kg_s,inlet_pressure_recovery,combustor_pressure_drop_fraction,combustion_efficiency,nozzle_discharge_coefficient,nozzle_isentropic_efficiency,combustor_air_fuel_ratio,ml_corrected_compressor_diameter_mm,ml_corrected_compressor_blade_count,ml_corrected_combustor_length_mm,ml_corrected_combustor_outer_diameter_mm,ml_corrected_combustor_inner_diameter_mm,ml_corrected_combustor_liner_thickness_mm,ml_corrected_combustor_num_injectors,ml_corrected_turbine_blade_count,ml_corrected_turbine_hub_tip_ratio,ml_corrected_nozzle_exit_diameter_mm,ml_corrected_rpm,ml_corrected_lattice_cell_size_mm,ml_corrected_lattice_density,ml_corrected_inlet_pressure_recovery,ml_corrected_combustor_pressure_drop_fraction,ml_corrected_combustion_efficiency,ml_corrected_nozzle_discharge_coefficient,ml_corrected_nozzle_isentropic_efficiency,ml_corrected_compressor_pressure_ratio,ml_corrected_compressor_efficiency,ml_corrected_turbine_inlet_temp_K,ml_corrected_turbine_efficiency,ml_corrected_mass_flow_kg_s,ml_corrected_combustor_air_fuel_ratio,ml_corrected_thrust_N,ml_corrected_fuel_flow_kg_s,ml_corrected_tsfc_kg_N_s,ml_corrected_exhaust_velocity_m_s,ml_corrected_exhaust_temp_K,ml_corrected_compressor_power_W,ml_corrected_thermal_efficiency,ml_corrected_specific_thrust,ml_corrected_compressor_mass_kg,ml_corrected_combustor_mass_kg,ml_corrected_turbine_mass_kg,ml_corrected_nozzle_mass_kg,ml_corrected_ancillary_mass_kg,ml_corrected_total_mass_kg,ml_corrected_lattice_surface_area_ratio,ml_corrected_overall_length_mm,ml_corrected_overall_max_diameter_mm,ml_corrected_thrust_to_weight,ml_corrected_physics_thrust_N,ml_corrected_delta_thrust_N,ml_corrected_physics_fuel_flow_kg_s,ml_corrected_delta_fuel_flow_kg_s,ml_corrected_physics_tsfc_kg_N_s,ml_corrected_delta_tsfc_kg_N_s,ml_corrected_physics_exhaust_velocity_m_s,ml_corrected_delta_exhaust_velocity_m_s,ml_corrected_physics_exhaust_temp_K,ml_corrected_delta_exhaust_temp_K,ml_corrected_physics_compressor_power_W,ml_corrected_delta_compressor_power_W,ml_corrected_physics_thermal_efficiency,ml_corrected_delta_thermal_efficiency
66.0,12,90.0,100.0,60.0,1.2,4,19,0.65,50.0,108000.0,3.0,0.35,2.658566043931061,0.848578333185914,1000.8516428160235,0.8401582554259936,0.22369943199154568,0.9774426172981451,0.04712904846318117,0.9469675330606093,0.9700621801677266,0.9500750972669953,,66.0,12,90.0,100.0,60.0,1.2,4,19,0.65,50.0,108000.0,3.0,0.35,0.9774426172981451,0.04712904846318117,0.9469675330606093,0.9700621801677266,0.9500750972669953,2.658566043931061,0.848578333185914,1000.8516428160235,0.8401582554259936,0.22369943199154568,,100.00066710313953,0.003859937611472037,3.8499665822880424e-05,439.06428819750704,817.6289512086444,24604.172670581094,0.1309466988791961,436.46062976227074,0.045045134150125406,0.7352978569942579,0.17252457559142784,0.0712241780228895,0.20481834895174017,1.228910093710441,0.6999999999999998,212.13076923076923,100.0,8.101569638420024,97.63599496449228,2.3646721386472467,0.003329021612027826,0.0005309159994442111,3.409625326436737e-05,4.4034125585130505e-06,430.06060876836034,9.003679429146695,796.2300409872682,21.398910221376138,24591.950476194113,12.222194386979073,0.14666434796654054,-0.015717649087344437
