compressor_diameter_mm,compressor_blade_count,combustor_length_mm,combustor_outer_diameter_mm,combustor_inner_diameter_mm,combustor_liner_thickness_mm,combustor_num_injectors,turbine_blade_count,turbine_hub_tip_ratio,nozzle_exit_diameter_mm,rpm,lattice_cell_size_mm,lattice_density,compressor_pressure_ratio,compressor_efficiency,turbine_inlet_temp_K,turbine_efficiency,mass_flow_kg_s,inlet_pressure_recovery,combustor_pressure_drop_fraction,combustion_efficiency,nozzle_discharge_coefficient,nozzle_isentropic_efficiency,combustor_air_fuel_ratio,feasible,thrust_error_N,tsfc_kg_N_s,thermal_efficiency,fuel_flow_kg_s,compressor_power_W,thrust_to_weight,thrust_N_corrected,exhaust_temp_K_corrected,exhaust_velocity_m_s_corrected,total_mass_kg
66.0,12,90.0,100.0,60.0,1.2,4,19,0.65,50.0,108000.0,3.0,0.35,2.906138366148247,0.8402144591296394,956.9997627640798,0.8762055951078055,0.2218342903213793,0.9775086113897296,0.03831999177923337,0.9698334192717895,0.9734340983698725,0.9440799110967443,,True,0.048459002975945964,3.527596832527913e-05,0.14827744043211785,0.003499321259100909,27246.847450728168,8.080828255013527,100.04845900297595,761.8114346701046,443.9942200364904,1.228910093710441
66.0,12,90.0,100.0,60.0,1.2,4,19,0.65,50.0,108000.0,3.0,0.35,2.886902957521183,0.8394487956403578,929.7992060402667,0.8771048227260915,0.22913300400754166,0.9773845675342248,0.041336050282795446,0.9675581354792057,0.97706254421555,0.9362167071465688,,True,0.47079707807779414,3.446523952662164e-05,0.1473087322821684,0.0033818209281674255,27965.727268975734,8.032377755524708,99.5292029219222,743.0195670765457,428.6862895144657,1.228910093710441
66.0,12,90.0,100.0,60.0,1.2,4,19,0.65,50.0,108000.0,3.0,0.35,2.1336408243426277,0.8453693147658151,1092.4844142514748,0.8471115404665388,0.21978231326709424,0.9793940054872838,0.041879453460919314,0.9560546579110759,0.9687427861721778,0.9457456490726126,,True,1.8073924812824487,4.626592865665186e-05,0.10889818125062913,0.00455890209080944,18200.93655905398,8.009168607834864,98.19260751871755,933.4124121785587,437.7822232898306,1.228910093710441
66.0,12,90.0,100.0,60.0,1.2,4,19,0.65,50.0,108000.0,3.0,0.35,4.32825463521004,0.8448053483141122,952.2053885197006,0.8764224622660708,0.20490752208390003,0.97970916196198,0.03809033107989884,0.9496676166685241,0.9671444063167244,0.9383482731717562,,True,0.9777346270366962,2.801199322119349e-05,0.18581267366387602,0.0027516291919290944,36515.09205232754,7.902471028297307,99.0222653729633,694.5717384739535,475.52639605922155,1.228910093710441
66.0,12,90.0,100.0,60.0,1.2,4,19,0.65,50.0,108000.0,3.0,0.35,2.422056739250418,0.8453693147658151,1092.4844142514748,0.8471115404665388,0.21304386514226306,0.9793940054872838,0.041879453460919314,0.9560546579110759,0.9687427861721778,0.9457456490726126,,True,1.6638632568118936,4.320672032057743e-05,0.12474118021481692,0.004390669546199428,20986.14826719058,8.278594161747227,101.6638632568119,907.7350474090134,467.1536488350242,1.228910093710441
66.0,12,90.0,100.0,60.0,1.2,4,19,0.65,50.0,108000.0,3.0,0.35,2.0446748873413574,0.8498594003509348,1096.2984423236633,0.8637710743278018,0.2195210334169121,0.9793065726478296,0.04069903090785833,0.9624778957303817,0.9719565816745839,0.9523532022988503,,True,2.5587054552721895,4.792017891656057e-05,0.10640740888017074,0.0046797485542290455,16960.400345007427,7.949942814109619,97.44129454472781,943.6047698115513,435.18823031921636,1.228910093710441
66.0,12,90.0,100.0,60.0,1.2,4,19,0.65,50.0,108000.0,3.0,0.35,2.6503380889339265,0.8471744736810276,977.951990830456,0.8758751952421209,0.21618922565168458,0.9807596706514371,0.04729480868459228,0.9477557660153753,0.9870790670197881,0.9624304040754066,,True,1.8831315748587798,3.695691031115135e-05,0.1373210927194135,0.003648919164255828,23731.050443434175,7.958996512592116,98.11686842514122,793.9522704090973,445.89288186992184,1.228910093710441
66.0,12,90.0,100.0,60.0,1.2,4,19,0.65,50.0,108000.0,3.0,0.35,2.3393178293197865,0.8451578281268036,1019.6833950459899,0.8554360512552439,0.22261063933851152,0.9748757091716903,0.04270474159144315,0.9530387900366888,0.9707265610565154,0.9466920045651235,,True,2.6023735577016254,4.275029309994556e-05,0.11909922712982018,0.004141946864076736,20963.551417651423,7.903345045438294,97.39762644229837,854.2777862300757,429.0033448247463,1.228910093710441
66.0,12,90.0,100.0,60.0,1.2,4,19,0.65,50.0,108000.0,3.0,0.35,3.363129668917205,0.8498224475692225,988.1628931569594,0.8668107181437847,0.21151235298706825,0.9810673578469385,0.04725287202606177,0.9465230942560421,0.9744749322711355,0.9510845886355871,,True,2.6232202372255102,3.356454915145574e-05,0.16822265409072085,0.0034400634542284523,29851.023012096583,8.277112523102016,102.62322023722551,763.0420036091515,477.1222488164623,1.228910093710441
66.0,12,90.0,100.0,60.0,1.2,4,19,0.65,50.0,108000.0,3.0,0.35,2.231003231886355,0.8475141458706068,1108.7135523192808,0.8539445104874654,0.21963578785122329,0.9779918719395047,0.0452719449245309,0.9631652113568141,0.9731771307194611,0.9630917818081761,,True,2.347521555822439,4.477584833677219e-05,0.11631332596133431,0.004525444021964971,19338.686514046363,8.354701013828507,102.34752155582244,936.5598011282236,456.3251404516814,1.228910093710441
66.0,12,90.0,100.0,60.0,1.2,4,19,0.65,50.0,108000.0,3.0,0.35,2.736206805269533,0.849659632411686,1015.635666951064,0.8643352678627403,0.21530646185986582,0.9781269304120426,0.04090604103257872,0.957993298125527,0.988221120710415,0.9580124478126393,,True,2.9730734599941258,3.709781884729612e-05,0.145797087256437,0.003823830031423855,24452.279510807664,8.36945735148248,102.97307345999413,819.870380509566,469.86596453897545,1.228910093710441
66.0,12,90.0,100.0,60.0,1.2,4,19,0.65,50.0,108000.0,3.0,0.35,4.205105981725856,0.8436595960243205,944.3546142167786,0.8799571535,0.21096717089549044,0.9801563397411492,0.04307933504875369,0.958481115114598,0.9722548515057808,0.9512355132626794,,True,0.8137000168300403,2.7574314444058327e-05,0.1828039673861357,0.0027581147571282467,36742.063657784645,8.04918357546366,100.81370001683004,692.1436726288287,471.17433223546675,1.228910093710441
66.0,12,90.0,100.0,60.0,1.2,4,19,0.65,50.0,108000.0,3.0,0.35,2.53609034495387,0.8409042858163668,1056.7540444470599,0.8653676968696663,0.21277226088161116,0.9785515237300904,0.04236460371700086,0.9549687701523157,0.9732991218372142,0.955927326039411,,True,1.0273567257092964,3.952695660016139e-05,0.13621748107225043,0.004085028486860772,22319.02517436688,8.224344370619468,101.0273567257093,866.7049305411582,465.7547392624809,1.228910093710441
66.0,12,90.0,100.0,60.0,1.2,4,19,0.65,50.0,108000.0,3.0,0.35,2.8771965722476978,0.8467934835204005,998.9199982667346,0.8799571535,0.2081345871571619,0.9791473908471351,0.042998778041916534,0.9585038142139576,0.9838823433030831,0.9522181066136468,,True,0.32952793496767185,3.630205889238314e-05,0.1530349315885348,0.0035920250279507437,25089.862587550986,8.083975497257686,99.67047206503233,796.7374378869309,470.41947418473944,1.228910093710441
66.0,12,90.0,100.0,60.0,1.2,4,19,0.65,50.0,108000.0,3.0,0.35,3.3955518644226936,0.8429675705768864,976.9224463780993,0.8702813881289275,0.20907227430256176,0.9798620604599115,0.046979375306307705,0.9531409013648234,0.9799368923734519,0.9667361525298085,,True,0.29754834802687924,3.270339620019082e-05,0.16911412127736236,0.003317092572767748,30025.37342711766,8.087967638769099,100.29754834802688,751.100241684723,472.6343463203342,1.228910093710441
66.0,12,90.0,100.0,60.0,1.2,4,19,0.65,50.0,108000.0,3.0,0.35,2.7676869880110178,0.846581721690676,995.0018221268017,0.8654406817110296,0.21514284621021895,0.9792052602692594,0.04378675570231942,0.9574925198162515,0.9838362669138176,0.9541141518741993,,True,0.23295952404123454,3.666896234899376e-05,0.14368870404157255,0.003673523120975018,24843.72931841544,8.131624588258529,100.23295952404123,801.8689055557688,457.7715845450632,1.228910093710441
66.0,12,90.0,100.0,60.0,1.2,4,19,0.65,50.0,108000.0,3.0,0.35,2.2657868424604173,0.8488495026869882,1103.7441232847266,0.8622126962701158,0.21548196329504327,0.9703714205519048,0.039163536082677586,0.9635088184742165,0.9786332480792035,0.9574521900371049,,True,1.7448239196439346,4.372479899368698e-05,0.11966948796220925,0.0044854891480956985,19352.67267424538,8.30000507647321,101.74482391964393,929.3407569739429,462.02277972204774,1.228910093710441
66.0,12,90.0,100.0,60.0,1.2,4,19,0.65,50.0,108000.0,3.0,0.35,3.267698565320874,0.8435318354095066,953.0218649213884,0.8658090228791672,0.21287183884438401,0.9756713085879228,0.0418731966542076,0.9570794784340791,0.9763754349874715,0.9468004354074355,,True,2.2835272345095063,3.284741210112839e-05,0.15929637883908804,0.0032253993469406246,29420.416567763856,7.866921567287544,97.7164727654905,742.0179918785387,452.2268630204092,1.228910093710441
66.0,12,90.0,100.0,60.0,1.2,4,19,0.65,50.0,108000.0,3.0,0.35,3.479502000955729,0.8499474028117665,960.5165420637455,0.8583053963032741,0.20832861872583458,0.9769876961336816,0.044017283385224634,0.9622727466382405,0.9767544472418257,0.9377100873639967,,True,2.295115676812273,3.1986102731628205e-05,0.16575355418407073,0.003104730625427516,30377.73178684968,7.865101084891813,97.70488432318773,739.6775785179929,461.9593091384655,1.228910093710441
66.0,12,90.0,100.0,60.0,1.2,4,19,0.65,50.0,108000.0,3.0,0.35,2.4226049092110293,0.841663442709053,1148.9380882418443,0.8571805805566368,0.19847635574018363,0.9756080554232065,0.04362116909520855,0.9628993088203023,0.969897310786197,0.9460631385687098,,True,0.6377980428838015,4.41626980379217e-05,0.1278915534804143,0.004448198245885114,19642.938641039775,8.105512919543612,99.3622019571162,954.9735562719144,489.269712507006,1.228910093710441
66.0,12,90.0,100.0,60.0,1.2,4,19,0.65,50.0,108000.0,3.0,0.35,3.204520724345244,0.8499438002622793,998.9602079117547,0.8652939981362282,0.2047691670004094,0.9760040527103354,0.04562536586157392,0.9638081533413392,0.980448723633117,0.9485101260830575,,True,0.3153513956154228,3.4718921199315216e-05,0.1629520216110028,0.0034960605257125157,27542.765693878322,8.049325462019846,99.68464860438458,780.8720135275549,478.0122871625248,1.228910093710441
66.0,12,90.0,100.0,60.0,1.2,4,19,0.65,50.0,108000.0,3.0,0.35,3.6615856699136926,0.8458118553425238,931.0376769381793,0.8693566356312361,0.21322657752028706,0.9780042456691408,0.04112231193160871,0.9578593820044107,0.9804849637464459,0.9556781119112735,,True,1.8121952625031383,2.9336957147230596e-05,0.1715127703171,0.0028983508540591364,32774.32027601281,7.8716697266720965,98.18780473749686,705.6046166079786,453.3460157149553,1.228910093710441
66.0,12,90.0,100.0,60.0,1.2,4,19,0.65,50.0,108000.0,3.0,0.35,2.8798571201361494,0.846774492450065,969.9664859561676,0.8682599504986522,0.21444932119126325,0.9781954608169321,0.04100205452651294,0.9600815154986315,0.9737003429343541,0.945305003987547,,True,2.178891421045492,3.6178279624371006e-05,0.14642344650198602,0.0035220902376841374,25877.88697807923,7.9064967046139945,97.82110857895451,774.6604029391508,448.60153567820817,1.228910093710441
66.0,12,90.0,100.0,60.0,1.2,4,19,0.65,50.0,108000.0,3.0,0.35,3.411527550640532,0.8374196231953525,974.239021651834,0.873887081673445,0.21038573475977398,0.9855653905741102,0.031189809312084513,0.9591895968354527,0.9784981712091575,0.9640353566357198,,True,2.2445836487668345,3.17147423680758e-05,0.17274661674828437,0.0032785581402773366,30552.63365098145,8.253236091813598,102.24458364876683,744.422922927497,478.5093751388681,1.228910093710441
66.0,12,90.0,100.0,60.0,1.2,4,19,0.65,50.0,108000.0,3.0,0.35,2.470527922809115,0.8499504384,1028.1364287022955,0.8549073112287664,0.21895514627633725,0.978063611024312,0.03904346783382526,0.9622342808122779,0.981014444117038,0.9533611697694313,,True,0.9474832594275,3.988895276698345e-05,0.13553536546507255,0.004031023935932199,21997.533782941304,8.215040716377189,100.9474832594275,849.5403640151542,452.45586599047476,1.228910093710441
66.0,12,90.0,100.0,60.0,1.2,4,19,0.65,50.0,108000.0,3.0,0.35,4.881494950576509,0.8330877918742186,875.9217878537579,0.877469769049043,0.24009140708323665,0.9745240919921665,0.03827536690438323,0.9693742833355146,0.9737685448840874,0.9321235235036787,,True,1.613259317503008,2.264569474372355e-05,0.17403408758643824,0.002203412521549095,47821.884226041155,7.928798409751699,101.61325931750301,625.9868508334499,418.7224206621924,1.228910093710441
66.0,12,90.0,100.0,60.0,1.2,4,19,0.65,50.0,108000.0,3.0,0.35,4.847177659532942,0.8333759868011792,874.6826089908973,0.8737895660314261,0.2361969567167394,0.9794490548485396,0.03770405292636242,0.9671647410487378,0.9737060300788807,0.9330271702474546,,True,0.1701100126220325,2.281779669888639e-05,0.17237310014076468,0.0021749751591764108,46769.97850672289,7.790785590448712,99.82988998737797,625.9220261501648,417.79252484006855,1.228910093710441
