compressor_pressure_ratio,compressor_efficiency,compressor_diameter_mm,compressor_blade_count,combustor_length_mm,combustor_outer_diameter_mm,combustor_inner_diameter_mm,combustor_liner_thickness_mm,combustor_num_injectors,combustor_air_fuel_ratio,turbine_inlet_temp_K,turbine_efficiency,turbine_blade_count,turbine_hub_tip_ratio,nozzle_exit_diameter_mm,mass_flow_kg_s,rpm,lattice_cell_size_mm,lattice_density,thrust_N,specific_thrust,fuel_flow_kg_s,tsfc_kg_N_s,exhaust_velocity_m_s,exhaust_temp_K,compressor_power_W,thermal_efficiency,total_mass_kg,thrust_to_weight,lattice_surface_area_ratio,is_valid,n_warnings
2.915288496,0.7466355551,140.1387541,8,136.4722504,87.53565267,46.13780115,1.895919228,12,79.25806686,923.5917404,0.8090789723,15,0.6410257296,51.50754092,0.2649022511,95331.20181,8.231537652,0.3693131061,95.08926669,358.9598287,0.003808668137,4.01E-05,353.8719861,748.0084627,36739.87133,0.1027320839,0.726842962,13.33588683,3.053969659,TRUE,0
3.01126497,0.8375141711,135.0937291,12,139.6247961,101.3471867,47.01976851,1.639410784,11,44.55535614,864.287893,0.7524187789,19,0.7299681556,64.87140373,0.2806829062,113967.0536,4.431687955,0.3411210554,95.08955485,338.7792871,0.003634467619,3.82E-05,334.4486254,703.7619321,35929.42729,0.101747319,0.7933521573,12.21793471,3.011681583,TRUE,0
2.473132901,0.7706605015,141.024503,9,113.3350933,93.9247087,71.58484443,1.706313289,6,67.01019646,1100.083843,0.8264531625,17,0.7193195929,34.2572453,0.2082470232,93293.74398,12.97707651,0.2846632425,95.09076784,456.62486,0.004244215778,4.46E-05,447.5044161,914.8735751,23104.82277,0.1165842204,0.6230847643,15.55686972,2.926994864,TRUE,1
3.078900883,0.7647484724,89.43606345,18,84.80173467,158.991662,80.09102854,1.429647965,11,61.67535416,1071.003712,0.8707064306,21,0.7400779282,65.26165419,0.1944646514,97308.74469,8.868203996,0.2635735967,95.09144012,488.9908755,0.003613054487,3.80E-05,480.0713928,844.1699928,27903.81489,0.1469177571,0.6460956059,15.00291435,2.895360395,TRUE,0
3.666130396,0.7610913421,113.8585781,15,94.36423339,127.3412085,87.52667691,1.635671377,9,40.43381723,1051.41313,0.7770929022,20,0.8477735183,45.00991661,0.2101021387,86223.46367,4.44441684,0.1705808325,95.09149426,452.5965079,0.00361505205,3.80E-05,444.9407834,815.598553,35929.94927,0.1360914625,0.5782316068,16.76373695,2.755871249,TRUE,0
4.549402133,0.7014270991,90.59338429,10,73.4388283,85.20205254,61.57606405,1.257806935,10,56.12429544,1027.085521,0.8123050791,23,0.7858207037,59.23629614,0.2295179817,74768.83246,9.441319176,0.2646734109,95.09198766,414.3117108,0.003436124691,3.61E-05,408.2005213,760.0615801,51326.41366,0.1313560601,0.4574237612,21.19123157,2.897010116,TRUE,0
4.959840375,0.821021675,130.9618816,19,127.6942865,123.4360105,58.00800276,1.472303494,11,53.10954611,826.9966307,0.8184828874,21,0.8443935463,69.40235156,0.2896697654,79699.17793,4.078421882,0.4210599879,95.09495447,328.2874702,0.002798830893,2.94E-05,325.1458641,602.892024,59277.7743,0.1284578352,0.8841190586,10.96421934,3.131589982,TRUE,0
2.345987037,0.8328336552,62.33988902,16,112.3926107,111.8618182,76.01099586,1.803826427,6,58.79384867,1017.757307,0.7740872787,18,0.7680652895,38.97921574,0.2312803955,138085.4507,8.267142382,0.3511782009,95.09525292,411.1686713,0.004250770486,4.47E-05,403.7480667,862.0516866,22185.73568,0.1050275382,0.5525177975,17.54460353,3.026767301,TRUE,0
2.313220812,0.7953255284,65.78436899,8,123.4595669,91.41167612,73.49467514,1.054334612,5,70.93522826,1082.501432,0.8196760775,23,0.836067012,44.21555657,0.2155915614,99162.54288,12.64257844,0.2803040629,95.09793147,441.1022901,0.004358598342,4.58E-05,432.3612748,913.8449866,21254.4044,0.1096913947,0.5080459342,19.08091,2.920456094,TRUE,1
4.814781278,0.7916074716,79.1794798,13,114.3632032,134.8174886,77.39211055,1.362016797,12,72.59085565,995.7841552,0.7902783124,16,0.7068751551,49.57360014,0.2137368459,147988.9607,4.986597534,0.4828202917,95.09959348,444.9377602,0.003103382725,3.26E-05,438.569882,730.974815,44320.74134,0.1562729012,0.7553814087,12.83344818,3.224230437,TRUE,0
