output,RMSE,MAE,R2
thrust_N,4.981898792773507,4.499439351458654,-1.4493756214194193
fuel_flow_kg_s,0.0011754700477145145,0.0009251929123993621,-3.3513595493531154
tsfc_kg_N_s,1.3147174985166632e-05,1.0122175991843583e-05,-4.605045300296914
exhaust_velocity_m_s,20.694997207769124,18.94324796360783,0.8945565563182409
exhaust_temp_K,25.70900810589569,25.12435520535999,0.9199366137066365
compressor_power_W,18.696550684542967,18.04779467530783,0.9999963703984133
thermal_efficiency,0.039034726816530356,0.03227042670321124,-0.8562152076679406
OVERALL,14.459884683355163,9.521148991075128,
